sentiment,text,label
positive,finnish business software group affectogenimap oyj said signed agreement acquire share swedish sector company intellibis ab mln euro mln debtfree basis,2
neutral,finnish heatretaining fireplace maker tulikivi oyj said august local tiled stove utility ceramic subsidiary kermansavi oy merge tulikivi mean absorption order streamline latest corporate structure,1
positive,finnish silicon wafer manufacturer okmetic oyj said june signed agreement nordea bank finland plc local subsidiary swedish commercial bank nordea bank ab refinance okmetic syndicated bank facility amount mln euro mln,2
positive,furthermore bunge also sign licensing agreement sunnuntai carlshamn mejeri brand,2
neutral,german commerzbank ag hamburg branch u jp morgan nyse jpm participated arranger dutch ing am inga coarranger,1
neutral,april neste separated parent company finnish energy company fortum became listed helsinki stock exchange,1
neutral,russia raisio food division home market stretch way vladivostok,1
positive,september finnish group agreed buy danish company rose poultry eur combination cash stock,2
neutral,increase number share based option right granted management company stock option plan,1
positive,planning expand product portfolio harbor segment chief executive pekka lundmark told financial time deutschland,2
neutral,office worldwide pct net sale generated outside finland,1
neutral,branch finland annual revenue finland,1
positive,kaukotelko ltd press release telko group kaukotelko expanding strategic partnership bp industrial lubricant service bp il acquiring total ownership bp swedish retail company moluballoy ab,2
neutral,milan afx italian shipping group grimaldi increased stake finnish company finnlines pct pct held june according news agency ansa,1
neutral,nokia messaging enables customer receive email email account mobile phone supporting pop imap email service,1
positive,production capacity rise gradually tonne tonne,2
positive,ramirent danish subsidiary ramirent today signed agreement acquire business asset machinery rental company jydsk materiel udlejning located west jutland,2
neutral,share repurchase helsinki stock exchange behalf sampo plc danske bank helsinki branch,1
neutral,solidium picked tikkurila share dividend book value eur per share,1
neutral,takoma carry transaction acquiring entire share capital moventas parkano oy run factory parkano southern finland,1
positive,agreement provide switch double converter capacity whilst opening manufacturing location china,2
neutral,building owner developer sun hung kai property group one largest property company hong kong developing type premium residential commercial project sale investment,1
neutral,company aim finalize negotiation sign contract start october,1
neutral,company signed letter intent sale september envisaged seal actual agreement january,1
positive,company also said november real estate fund ky signed agreement finnish window maker fenestra oy build window plant forssa southern finland,2
